id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
2097,273,1013.3,30.3,26.8,24.5,19.3,70,50,10,20,8,1
2098,274,1018.9,27.2,25.6,24.4,23.2,83,84,1.2,60,16,1
2099,275,1014.5,24.8,22.4,20.4,20.7,95,85,0,60,38,1
2100,276,1011.8,23.6,21.1,19.6,19.6,72,53,9.6,65,21.6,1
2101,277,1017.1,26.9,25.5,24.3,23.1,93,77,0.3,70,28.3,1
2102,278,1010.9,27.6,24.5,22.4,19,74,61,7.6,20,14.7,1
2103,279,1014.9,26.2,24.5,24,21.4,78,82,2.3,80,37.5,1
2104,280,1016.8,26.9,24.3,23.8,22.1,81,83,0.9,40,21.3,1
2105,281,1014.5,24.2,22,21.8,21.8,83,84,1.9,40,25.9,1
2106,282,1017,27.9,25.8,24.3,21.1,83,65,1,10,11.2,1
2107,283,1015.4,28.9,25.4,23.4,19.6,75,51,7.7,40,22.8,0
2108,284,1019.1,26.4,23.1,21,19.1,79,69,4.6,60,19.4,1
2109,285,1019.9,26.9,24,23.2,19.9,83,69,5.7,70,9.1,1
2110,286,1019.1,25.4,23.1,22.1,16.3,82,59,1,40,29.6,0
2111,287,1017.1,29.6,25.8,24.5,19.3,79,46,7.7,70,20.5,1
2112,288,1013.8,28.2,25.8,23.4,21.4,70,53,9.3,70,33.5,0
2113,289,1013.9,29.1,25.2,23,22.4,81,70,2.4,60,32.4,1
2114,290,1013,29.8,26.8,24.5,21.1,78,49,9.7,80,24.4,0
2115,291,1012.3,29.1,26.8,24,23.4,83,74,5.7,50,20.5,1
2116,292,1018.4,26.9,24.7,22.6,21.4,82,86,1.2,80,21.6,1
2117,293,1019.6,25.9,23.3,21,22.3,79,85,2.9,80,24.9,1
2118,294,1012.4,27.7,25.8,24.4,22.1,82,87,1.1,70,40.8,1
2119,295,1016.5,26.2,23.9,22.3,19.3,79,74,7.4,40,10.7,1
2120,296,1019.5,24.8,22.6,20.3,17.8,78,84,0,20,22.1,1
2121,297,1019.1,24.9,23.8,20.6,18.5,87,79,7.7,60,25.1,1
2122,298,1017.8,26.9,24.9,22.7,21.1,91,79,0.7,70,12.5,1
2123,299,1017.4,26.5,24.8,23.8,22.5,87,77,4.6,90,44.7,1
2124,300,1017.7,28.2,25.2,23.1,22.9,87,81,3.4,40,14.8,1
2125,301,1014.9,26.1,24.4,23.1,23.2,89,88,3.5,80,29.6,1
2126,302,1019.1,29.4,25.8,23.3,18.5,90,80,2.6,50,10.2,1
2127,303,1016.4,26.3,23.7,21,22.3,81,84,0.6,80,8,1
2128,304,1017.2,25.6,23.5,21,19.9,88,75,5.4,40,28.8,1
2129,305,1018.8,26.4,24.7,23.3,21.3,85,82,1.5,70,19.7,1
2130,306,1017,27.8,25.6,24.5,23.2,87,84,1.2,60,11.7,1
2131,307,1016.2,26.5,24.8,24.4,22.4,84,87,1.2,80,37.5,1
2132,308,1014.3,27.8,26.4,25.5,21.4,81,88,1.2,80,26.4,1
2133,309,1015.4,26.8,23.3,22.4,18.4,82,82,1.2,70,37.9,1
2134,310,1017.6,22.3,20,18.3,18,77,87,0.2,60,14,1
2135,311,1014.3,22.3,21.1,19.1,19.9,91,79,3.6,40,20,1
2136,312,1020.8,21.1,18.7,15.9,13.9,75,46,3.3,40,15.8,0
2137,313,1014.8,21.3,20.4,18,18.4,86,84,0.2,80,26.5,1
2138,314,1017.7,22.4,21,19.1,19.4,85,77,0.6,70,31.2,1
2139,315,1015.7,23.2,20.6,19.6,18.1,91,85,0,40,20,1
2140,316,1021.8,25.1,22.6,18.2,17.8,68,34,9.1,60,15.3,0
2141,317,1016.8,25.3,22.5,20,19.9,81,90,2,50,12.5,1
2142,318,1014.6,23.2,22.2,20.7,17.3,90,89,0.1,50,37.5,1
2143,319,1015.2,22.3,20.4,19.9,19.1,90,90,0,70,21.6,1
2144,320,1021.5,21.1,17.7,15.6,11.2,77,89,0.3,40,14.1,1
2145,321,1022.8,22.6,18.5,17.2,13.3,75,88,0.3,80,28,1
2146,322,1019.4,20.4,18.5,17,14.2,85,88,1.9,60,19.8,1
2147,323,1018.2,22.9,20.8,19.6,19.6,94,84,0,40,20.3,1
2148,324,1017,21.9,20.4,19.3,18.6,95,83,0,50,24.8,1
2149,325,1019.1,19.6,17.6,17.1,16.1,92,84,0,70,33.4,1
2150,326,1020.8,21.2,19.9,17.1,15.6,77,88,0.2,50,15.5,1
2151,327,1016.8,19.9,18.2,17.2,16.8,85,93,0,70,26.4,1
2152,328,1016.8,25.1,21.6,19.4,18.6,78,84,0.1,40,17.2,1
2153,329,1016.6,24.1,22.4,20.5,17.3,78,61,7.7,20,29.8,1
2154,330,1022.3,18.4,16.8,15,12.1,78,78,3.3,50,25.9,1
2155,331,1020.4,17.4,15.2,14,-0.3,45,17,8.5,50,15.4,0
2156,332,1022.4,19.2,16.7,13.7,3.5,70,47,9.1,20,35.6,0
2157,333,1020.3,17.3,13.7,11.3,10.1,84,88,3.7,20,12.4,1
2158,334,1024.4,17.6,16.1,15.2,8.9,64,81,0,60,48,1
2159,335,1020.6,16.2,15.3,14.9,12.1,79,86,0.9,20,22.5,1
2160,336,1020.3,20.2,16.8,14.5,11.9,72,88,0,40,27.3,1
2161,337,1022.4,16.2,15.2,12.7,9.2,78,88,0,50,35.8,1
2162,338,1022.8,17.5,15.5,14.2,10,78,78,3.5,20,25,0
2163,339,1021.3,16.5,15.6,14,12.8,85,83,0,40,24.3,1
2164,340,1017.7,17.3,16.6,15.4,13.5,84,93,0,70,43.8,1
2165,341,1019.8,16.5,15.2,13.8,11.2,76,93,0.1,20,39.5,1
2166,342,1019.4,17.1,15,14.8,12.5,75,88,0.2,50,20.4,1
2167,343,1021.8,19.7,17.7,15.2,9.8,62,89,0.6,50,37.9,1
2168,344,1025.4,17.5,16.5,15.3,6.6,64,85,0.1,20,27,1
2169,345,1016.3,16.3,16.5,15.8,16.6,91,83,0.3,50,29.8,0
2170,346,1024.1,19.3,18.3,17.3,18.8,77,84,8.3,80,31.8,1
2171,347,1018.4,21.4,20.9,20.3,19.9,91,84,0,50,23.7,1
2172,348,1016.8,21.9,20,19.7,18.8,90,88,0,70,34.8,1
2173,349,1022.2,17.5,16.5,15.9,13.3,77,88,0,50,24.2,1
2174,350,1020.8,20.1,16.8,14.8,8.8,70,78,6.6,50,14.7,0
2175,351,1017,20.9,18.8,17.8,15,79,83,1.6,50,20,0
2176,352,1020,21.1,18.1,17,14.3,78,88,0,70,33.2,1
2177,353,1017.6,19.9,18.8,17.6,16.7,86,82,0,70,18.6,0
2178,354,1016.4,22.9,20.5,19.7,17.3,79,81,2,50,25.9,1
2179,355,1021.2,20.9,18.9,17.2,16.6,79,88,0.1,50,26.7,1
2180,356,1017.1,22.3,20.8,19.1,18.9,76,78,1.5,40,14.2,1
2181,357,1021.8,22.9,20.8,19.2,15.5,76,49,9.3,50,35.6,0
2182,358,1022.6,18.5,16.8,15.8,12.1,80,88,1.3,30,24.4,1
2183,359,1016.9,18.4,16.4,15.3,13.6,79,84,2.4,40,38,1
2184,360,1015.8,20.9,18.8,17.6,17.7,78,88,0,20,30.6,1
2185,361,1014.6,23.2,20.6,19.1,19.9,97,88,0.1,40,22.1,1
2186,362,1012.4,17.2,17.3,16.3,15.3,91,88,0,50,35.3,1
2187,363,1013.3,19,16.3,14.3,12.6,79,79,5,40,32.9,1
2188,364,1022.3,16.4,15.2,13.8,14.7,92,93,0.1,40,18,1
2189,365,1013.8,21.2,19.1,18,18,89,88,1,70,48,1
2190,1,1025.9,19.9,18.3,16.8,13.1,72,49,9.3,80,26.3,yes
2191,2,1022,21.7,18.9,17.2,15.6,81,83,0.6,50,15.3,yes
2192,3,1019.7,20.3,19.3,18,18.4,95,91,0,40,14.2,yes
2193,4,1018.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9,yes
2194,5,1015.9,21.3,20.7,20.2,19.9,95,81,0,40,13.7,yes
2195,6,1018.8,24.3,20.9,19.2,18,84,51,7.7,20,14.5,yes
2196,7,1021.8,21.4,18.8,17,15,79,56,3.4,30,21.5,no
2197,8,1020.8,21,18.4,16.5,14.4,78,28,7.7,60,14.3,no
2198,9,1020.6,18.9,18.1,17.1,14.3,78,79,3.3,70,39.3,no
2199,10,1017.5,18.5,18,17.2,15.5,85,91,0,70,37.7,yes
2200,11,1016.5,20.4,18.1,16.5,16.4,90,90,2.1,40,23.3,yes
2201,12,1019.9,18.5,17.3,16.1,13.7,79,86,0.6,20,23.9,no
2202,13,1020.8,18.7,16.1,14.2,12.1,77,34,9.1,30,24.4,no
2203,14,1019.3,17.5,16.5,15.6,12.9,79,81,1.5,60,33.2,yes
2204,15,1015.4,16.1,15.1,14.5,14.6,97,97,0,50,37.5,yes
2205,16,1013.5,17.1,16.4,15.5,15.6,95,93,0,60,40,yes
2206,17,1011.5,20.6,17.8,14.8,16.1,90,79,1.6,20,23.4,yes
2207,18,1017.1,17.8,15.2,11.9,11.1,76,49,3.9,50,28.4,no
2208,19,1020.1,17.6,16.4,15.3,12.5,78,84,1,60,38,no
2209,20,1019.6,16.8,15.5,14.8,13.9,90,92,0,70,50.6,yes
2210,21,1017.7,17.1,16.1,15.1,15.3,95,100,0,50,26.2,yes
2211,22,1018.9,16.2,14.1,10.3,12.9,92,100,0,50,35.3,yes
2212,23,1027.1,10.4,8.5,7,3.4,70,95,0,20,55.5,yes
2213,24,1034.6,7.1,4.9,3.1,2.2,61,96,0,20,59.5,yes
2214,25,1032.6,10.8,7.4,4.3,3.7,46,25,10.1,20,28.7,no
2215,26,1027.1,13.5,10.4,8.1,2.5,59,85,0.4,20,21.3,yes
2216,27,1022.7,15.3,13,9.8,11.6,92,95,0.2,20,29.6,yes
2217,28,1018.2,17.4,16.1,14.8,15.7,98,100,0,60,28.8,yes
2218,29,1017.9,17.4,16.6,15.9,15.9,96,91,0.2,50,25,yes
2219,30,1020,19.9,17.6,16.2,15.5,88,80,3.3,50,21.2,no
2220,31,1019.9,16.2,15.7,15.3,13.4,86,93,0.1,70,43.1,yes
2221,32,1022.2,15.6,12.4,10.7,11.2,93,96,0,20,31.9,yes
2222,33,1024.4,11.2,10.4,9.4,6.8,79,94,0,10,27.3,yes
2223,34,1023.6,14.3,12.5,10.3,8.6,77,88,0.3,40,21.3,yes
2224,35,1021.8,18.8,15.2,13.3,10.9,76,45,9.2,40,9.1,no
2225,36,1021.2,18.6,14.8,12.3,8.4,66,18,10.1,20,24.4,no
2226,37,1024.9,17.4,13.6,11.2,0.3,39,13,10.2,20,44.7,no
2227,38,1026.1,18.1,13.7,9.9,1.7,36,2,10.2,20,20.5,no
2228,39,1023.9,19.6,14.8,11.6,4.3,52,0,10.2,40,16.7,no
2229,40,1020.8,21.2,16.7,12.7,7.2,54,29,10.2,40,17.2,no
2230,41,1017.5,17.3,16.6,15.3,9.8,64,77,0.1,40,22,yes
2231,42,1014.9,22.4,18.8,17.2,16.4,86,80,2.4,40,15.8,yes
2232,43,1013.4,21.6,19.2,17.6,18.5,95,86,0.6,30,13.9,yes
2233,44,1012.5,25.9,23.1,21.3,21.1,89,76,3.5,200,10.2,no
2234,45,1014.8,24.6,21.7,17.4,18.1,81,82,3.9,20,15.3,yes
2235,46,1024.3,17.5,13.2,11.4,6.6,64,88,0,20,33.5,yes
2236,47,1025.4,15.1,12.8,10.9,6,63,89,0.7,20,23.5,no
2237,48,1024.1,14.4,12.9,11.6,8.9,77,91,0,20,19.2,yes
2238,49,1021.9,15,13.7,11.7,11.8,89,95,0,40,18.6,yes
2239,50,1020.3,16.3,15.3,14.6,13.3,88,94,0,40,22.2,yes
2240,51,1023.2,20.1,16,12.5,9.6,67,55,5.9,20,23.9,yes
2241,52,1022.2,15.9,15,14.7,11,77,82,0,70,44.7,yes
2242,53,1020.6,17.6,16.1,14.6,14.7,91,88,0.3,50,24.4,yes
2243,54,1022.3,16.7,15.5,13.7,14.3,92,88,0,20,19.3,yes
2244,55,1027.5,15.5,13.7,12.3,10,78,88,0,20,28,yes
2245,56,1028.9,16.8,14.8,13.5,10.5,76,87,0.1,20,20.4,no
2246,57,1027.4,17.6,15.2,14,11.6,79,88,0.2,30,15.2,yes
2247,58,1024.7,17.5,15.5,13.8,11.7,79,79,5,20,9.1,yes
2248,59,1023.8,20.9,16.6,13.3,11.5,72,49,9.5,20,9.2,no
2249,60,1024.4,24.8,18.5,14.4,10.1,61,19,10.7,40,16.9,no
2250,61,1024.7,19.7,16.5,14.6,11.5,73,43,9.9,70,34.2,no
2251,62,1023.8,20.6,16.6,14.4,11.4,72,32,10.6,60,27.1,no
2252,63,1020.9,23.8,18.7,15.4,14,75,46,10,40,14.7,no
2253,64,1018.1,23.2,20.2,18.1,16.9,82,71,3,40,15.4,no
2254,65,1016.7,23.1,20.8,19.2,16.9,79,83,0.5,30,13.3,yes
2255,66,1015.8,25.9,21.8,19.2,18,79,72,7.6,220,6.6,no
2256,67,1014.9,21.3,19.7,18.9,18.2,91,76,0,40,13.8,yes
2257,68,1012.5,21.5,20.1,18.9,18.9,93,88,0.3,40,15.3,no
2258,69,1012.5,22.9,20.8,17.1,19.9,95,88,0.6,50,15.1,yes
2259,70,1019.5,17.2,13.4,10,12.2,93,93,0,20,39.7,yes
2260,71,1022.6,14.3,11.9,10,8,77,93,0,20,25,yes
2261,72,1017.7,14.5,13.6,12.7,11.4,87,100,0,50,36,yes
2262,73,1014.5,17,15.8,14.4,15.1,96,99,0,50,22.8,yes
2263,74,1018,16.5,15.3,14.2,12.4,83,89,1.1,20,26.7,yes
2264,75,1017.1,15.5,14.8,14,11.1,79,94,0,70,38,yes
2265,76,1015,16.3,15.3,14.1,13.6,90,100,0,60,33.2,yes
2266,77,1014.3,17.4,16.5,15.6,16,97,97,0,50,26.5,yes
2267,78,1012,21.9,19.5,17.2,19,97,92,0.1,30,13.1,yes
2268,79,1013,24.9,22.4,20.3,21.4,94,85,1.5,40,12.5,yes
2269,80,1014.7,23.1,19,17.6,17.4,91,96,0,50,28,yes
2270,81,1014.8,18.2,17.1,16.4,16.3,95,95,0.1,60,38.3,yes
2271,82,1013.4,17.3,16.6,15.9,16,96,100,0,50,33.5,yes
2272,83,1012.8,20.6,18.4,17.1,18,97,95,0.6,40,22,yes
2273,84,1020.2,17.7,15.3,12.7,14.9,98,99,0,70,42,yes
2274,85,1023.9,15.7,13.7,11.6,9.2,75,88,0.2,20,19.4,yes
2275,86,1023.6,20.2,15.8,12.6,9.8,68,22,11.1,70,13.4,no
2276,87,1024.1,22.4,17.3,14.6,8.4,58,19,11.1,30,14.6,no
2277,88,1024.1,19.9,16.9,15.2,10,65,58,5.6,60,26.9,no
2278,89,1021.4,19.4,17.7,15.7,9.6,59,74,2.4,50,20.5,yes
2279,90,1018.3,22.2,20,18.4,16.3,79,89,2.4,40,14.8,yes
2280,91,1015.3,25.5,21.5,19.1,18.9,86,83,6.1,50,4.5,no
2281,92,1014.5,25.3,21.9,19.9,19.5,86,83,3.6,50,8.3,no
2282,93,1015.6,23.8,21.3,19.8,19.6,90,81,1.5,40,14.5,yes
2283,94,1014.6,26.5,23,21,20.7,87,88,2.3,50,9.2,no
2284,95,1012.5,28.1,23.6,20.7,21.4,88,84,2.2,120,8,yes
2285,96,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8,yes
2286,97,1013.3,26.5,23.1,21.5,21.6,91,83,6.9,70,20,no
2287,98,1013.2,26.9,23.9,22.4,22.3,91,84,1.8,40,10,no
2288,99,1013.3,27.9,25.3,23.2,22.9,87,84,2.5,40,9.1,yes
2289,100,1011.6,27.5,25.7,24.4,23.2,86,88,1.2,200,17.3,yes
2290,101,1009.2,26.3,23.3,21.3,21.9,92,93,0,190,20.5,yes
2291,102,1010.1,22.8,21.5,20.1,19.9,91,89,0,70,31.8,yes
2292,103,1009.1,21.3,20.3,19.9,19.3,94,88,0,70,29.8,yes
2293,104,1005.5,25.1,21.8,20.9,21.6,98,93,0,40,14.5,yes
2294,105,1008.5,25.2,23.1,21.6,22.8,98,88,0,30,11.2,yes
2295,106,1011.4,23.5,21.1,20.6,20.6,97,88,0,30,20,yes
2296,107,1010.5,28.1,24.7,20.6,22.7,89,81,3.5,210,15.3,yes
2297,108,1010.9,27.5,25.9,24.1,24.2,90,86,1.1,190,16,yes
2298,109,1014.4,26.7,23.1,20.1,20.8,87,81,1.2,80,19.6,yes
2299,110,1017.4,21.8,20.5,20.1,18.1,86,88,0,70,35.3,yes
2300,111,1014.6,22.9,21.6,20.2,19.5,88,89,0.2,40,20.9,yes
2301,112,1012.5,28.4,24.6,22,22.3,87,80,4.8,30,7.3,yes
2302,113,1010.7,26.1,23.7,21,22,90,81,1,300,11.1,yes
2303,114,1008.2,27.7,24.9,22.6,22.8,88,81,0.3,240,13,yes
2304,115,1008.7,26.1,24.4,23.2,23.2,93,84,1.4,190,8.5,yes
2305,116,1009.8,28.4,26,23.9,24.3,90,83,3.1,180,13,yes
2306,117,1009.5,28.5,27.2,26,24.5,86,87,1.3,200,24.2,yes
2307,118,1008.2,29.1,26.8,25.4,24,85,83,3.6,230,20.2,yes
2308,119,1010.4,28.2,26,24.7,23,84,78,4.6,50,12.5,yes
2309,120,1013.9,26.3,24.1,22.9,19.6,76,68,6,90,30.5,yes
2310,121,1012.2,23.4,22.5,20.8,18.7,80,89,0.3,60,27,yes
2311,122,1011.5,23.4,22.2,20.4,20.9,92,90,0.5,50,23.7,yes
2312,123,1011,29.8,25.6,22.8,23.6,89,82,2,50,11.1,yes
2313,124,1011.4,30.8,26.5,22.8,23.9,86,84,3.1,220,11.8,yes
2314,125,1011.4,28.2,25.8,23.2,23.4,87,82,2.7,40,9.2,yes
2315,126,1010.5,30.9,28.1,26.2,25.1,84,85,2,180,15.4,no
2316,127,1009.9,30.5,28.4,27.2,25.3,83,84,2.9,190,15.5,no
2317,128,1010.6,31,28.7,27.1,25.1,81,69,4.7,170,12.1,no
2318,129,1011.4,31.2,28.7,27.3,25.2,82,80,3.8,150,9.5,no
2319,130,1010.1,30.6,28.7,26.9,25,81,69,3.9,170,16.3,no
2320,131,1008.1,28.4,26.6,23.7,24.3,87,84,0.3,220,12,yes
2321,132,1008.6,28.8,25.5,23.4,20.6,75,62,8.8,80,26,no
2322,133,1009.8,27.6,25.1,23.7,21.4,80,78,5,70,28.6,yes
2323,134,1012.4,27.8,25.5,24.4,22.2,82,88,1.2,50,24.9,yes
2324,135,1014.2,27.7,25.4,24,23.4,89,86,2.8,70,28.3,yes
2325,136,1012.1,29.8,26.6,24.4,23.7,85,75,7.7,50,15.7,yes
2326,137,1011.2,27.1,24.8,22.5,19.4,73,69,7.2,10,21.9,yes
2327,138,1012.3,24.6,23.7,23.2,20.1,80,86,0.3,80,39.5,yes
2328,139,1012,26.3,24.5,23.4,19.9,76,79,4.8,70,30.3,no
2329,140,1009.9,28.1,25.5,24,22.5,84,85,3.5,70,26.4,yes
2330,141,1006.9,26.2,25.2,24.3,24.2,94,88,0.1,40,22.3,yes
2331,142,1005.9,28.3,26.5,24.7,24.3,88,77,1.9,230,25.9,yes
2332,143,1007.8,30.8,27.2,25.3,22.7,77,63,5.6,20,11.3,no
2333,144,1008.4,28.9,26.8,24.8,23.2,81,65,6.4,20,7.9,yes
2334,145,1007.9,30.7,27.5,25.4,24.1,82,61,7.6,180,7.4,yes
2335,146,1007.8,30.9,28,26.2,24.7,82,62,8.8,100,16.2,yes
2336,147,1007.6,29.5,27.6,26.7,24.8,85,84,1.8,70,34.8,yes
2337,148,1006.4,29.1,27.5,26,25.5,89,88,1.2,130,32.5,yes
2338,149,1007.6,30.3,27.7,24.5,25.6,89,89,1.2,200,24,yes
2339,150,1007.9,31,29.1,27.2,26.1,84,77,3.6,210,19,yes
2340,151,1008.8,32.1,29.8,28,26,80,73,9.8,220,22.8,yes
2341,152,1009.5,31.8,29.9,28.7,25.7,79,72,7,220,25.2,no
2342,153,1007.8,32.8,30.1,28.6,26.2,80,73,7.2,230,31.7,no
2343,154,1006,33,30.3,28.7,26.3,79,58,10,230,27.4,no
2344,155,1006.5,32.4,30.3,29,26.5,80,77,5.2,220,28.8,yes
2345,156,1007.9,33.8,28.7,24.7,25.4,83,75,5.5,220,20.8,yes
2346,157,1008.8,30.4,26.9,25,24.3,86,87,0.7,20,9.8,yes
2347,158,1008.8,29.1,26.2,24.8,24.7,91,80,2.2,20,11.2,yes
2348,159,1008.1,30.7,28.1,26.3,25.4,86,75,5.7,20,9.5,yes
2349,160,1006.3,30,27.1,24.1,25.1,89,85,3.1,190,12.6,yes
2350,161,1005.7,31.7,28.2,26.6,25.7,86,79,6.5,,,yes
2351,162,1005.7,31.1,27.9,26.6,25.8,89,80,4.5,220,14.6,yes
2352,163,1005.9,27.8,26.6,25.4,25.4,93,85,0,230,20,yes
2353,164,1005.7,29.2,27.1,25.4,25.8,93,96,0,220,29.8,yes
2354,165,1005,31.5,29.7,28.5,26.7,84,90,1.3,220,24.3,yes
2355,166,1004.2,31.7,30.2,29.2,26.6,81,88,2.4,220,30,yes
2356,167,1005.3,32,30.3,29.3,26.3,79,86,1.6,210,29.3,yes
2357,168,1006.7,31.4,29.4,28.2,25.9,82,88,1.6,230,23.2,yes
2358,169,1008.2,32.1,29.4,26.7,25.9,82,85,7.2,220,12.8,yes
2359,170,1010.5,30.8,29.3,27.7,26,83,81,2.3,200,19.8,yes
2360,171,1010.3,34.2,30.1,27.8,26.1,80,41,12,130,12.4,no
2361,172,1008.5,34.4,30.8,28.6,26.3,78,59,9.1,170,12.1,yes
2362,173,1009.3,33.7,30.6,28.7,25.6,75,51,10,200,12.6,no
2363,174,1009.5,33.7,30.5,28.5,25.3,75,32,9.3,220,10.9,no
2364,175,1008.4,34.1,30.4,28.4,24.7,72,20,11.4,210,9.6,no
2365,176,1008.1,35.2,31,28.8,25,72,38,11.2,180,9,no
2366,177,1008.9,35.5,31.4,28.9,26.1,74,39,10.6,150,9.1,no
2367,178,1009.1,35.1,31.3,29.4,26.3,75,57,9.9,160,11.9,yes
2368,179,1007.5,35.1,31.1,28.6,26.7,78,61,8.6,60,15.7,yes
2369,180,1007.5,32.3,29.1,26.3,26.3,85,83,4.2,220,26.1,yes
2370,181,1010,33.3,29,27.5,26.7,87,79,3.9,160,23.4,yes
2371,182,1010.3,33.1,30,27.8,26,80,83,6.3,190,24.4,yes
2372,183,1008.9,33,30.1,27.7,26,79,78,5.3,190,21.9,yes
2373,184,1009.1,32,29.4,26.9,26,82,86,2.7,200,21.9,yes
2374,185,1008.7,31.5,29.4,27.3,25.8,82,84,1.8,190,25.1,yes
2375,186,1006.6,33,30.1,28,25.9,78,83,6.8,180,33,yes
2376,187,1007.5,32.6,29,25.8,26.5,87,88,5.4,130,22.5,yes
2377,188,1008.4,28.8,27.3,24.7,26,93,88,0.5,130,24.8,yes
2378,189,1005.9,34,30.2,27.9,25.6,77,53,10.5,270,11.3,yes
2379,190,1001,34.2,31,28.1,25.9,75,46,10.4,280,23.5,no
2380,191,999,35.6,31.5,26.4,26.4,75,57,10,280,25,yes
2381,192,1000.3,31.3,28.6,26.2,25,81,88,2.5,240,18.8,yes
2382,193,1002.2,31.1,28.9,26.1,26.1,85,89,2.4,240,19.8,yes
2383,194,1003.8,29,28.1,27,25.1,84,88,0,230,16.3,yes
2384,195,1005,31.7,28.6,25.6,26.1,87,82,2.2,160,12.6,yes
2385,196,1006.8,30.3,28.9,26.4,26.2,86,83,0.2,230,14.3,yes
2386,197,1007,33,30.2,28.6,26.4,81,78,6.2,230,22.4,yes
2387,198,1008.1,33.2,30.6,29,26.4,79,69,8.5,240,25.1,yes
2388,199,1008.5,33.2,30.6,29,26.2,78,69,9.2,230,23.7,no
2389,200,1007.5,32.4,30.4,28.7,25.3,74,72,10.1,230,23.7,yes
2390,201,1007.9,32.3,29.9,26.7,25.8,79,78,4.1,220,25.1,yes
2391,202,1009.8,31.9,29.2,25.6,25.6,82,70,6.4,220,22.6,yes
2392,203,1010.9,33.3,30,27.5,25.3,76,49,8.8,220,12.3,yes
2393,204,1010.3,32.9,30,28.1,25.2,76,29,11.4,240,14.5,no
2394,205,1008.9,32.8,30,28,25.4,77,32,11.9,250,21.6,no
2395,206,1008.4,34,30.4,28,24.6,72,21,12.1,240,16,no
2396,207,1008.6,35,30.8,28.3,25.5,74,28,11,130,8.3,no
2397,208,1008.3,32,29.4,27,26.4,84,57,7.4,60,17.5,yes
2398,209,1009.3,33.4,30.2,28,25.3,76,44,10.1,200,9.5,yes
2399,210,1009.7,32.9,30.1,28.1,24.8,74,29,11.8,240,12.8,no
2400,211,1008.5,33.7,30.3,27.6,24.9,74,32,11.8,260,21.9,no
2401,212,1006.6,33.5,29.9,28.7,24.7,74,49,6.3,270,16.1,yes
2402,213,1005.1,33.9,30.1,27,24.9,74,47,10.4,50,14.1,yes
2403,214,1011.2,32.2,28.9,26.9,24.6,78,69,10.7,20,11.8,no
2404,215,1011.6,32.3,28.9,26.8,24.5,78,54,11.4,100,9.8,no
2405,216,1010.6,33.3,29.5,27.3,24.5,75,38,10.3,20,5.5,no
2406,217,1008.3,33.3,29.4,26.8,24.1,74,29,5.7,10,4.4,no
2407,218,1006.1,33.3,29.6,27.6,24.4,74,27,10.8,220,8.7,no
2408,219,1005.3,33.1,30.1,27.8,24.2,72,29,10.6,220,6.1,no
2409,220,1003.4,33.3,30.7,28.2,24.9,72,40,10,290,10.9,no
2410,221,998.5,36.3,32.4,30,24,62,55,10.8,290,17.2,no
2411,222,998.5,34.7,31,26.9,24.8,71,80,10,220,26.4,yes
2412,223,1004.5,30.6,28.1,25.1,25.2,85,88,0.6,230,20.2,yes
2413,224,1007.3,32.8,29.2,26.3,25.4,81,77,6.5,220,13.9,yes
2414,225,1007.9,33.7,30,27.8,25.8,79,78,9.1,220,11.9,yes
2415,226,1007.9,29.6,28,26.4,25.6,87,84,0.1,230,22.9,yes
2416,227,1007.4,28.8,26.9,25.6,25.1,90,88,0.2,210,12.9,yes
2417,228,1008.5,28.6,27,24.9,25,89,88,0.3,220,14.2,yes
2418,229,1008.5,31.2,29.2,26.9,26.5,86,88,0.2,230,18,yes
2419,230,1008.2,32.4,29.9,28.3,26.6,83,81,8.4,230,20.5,yes
2420,231,1008,33.8,30.2,28.4,25.8,78,67,10.2,220,18.1,yes
2421,232,1007.7,32.8,30.1,28.1,25.7,77,59,10.4,230,16.6,no
2422,233,1006.3,31.2,29.1,26.8,26.1,84,67,5,270,6.9,yes
2423,234,1002.2,33.4,30,26.9,25.5,77,70,7.7,350,13.6,no
2424,235,1000.1,32,30.2,28.4,24.4,71,48,6.1,10,12,yes
2425,236,1000,32.9,30.6,28,24.2,69,30,7.6,220,11.7,yes
2426,237,1002.4,33.2,30.7,28.3,24.3,70,48,7.8,10,11,no
2427,238,1005.5,34.4,30.6,27.9,23.2,65,22,9.1,10,10.7,no
2428,239,1008.1,31.7,28.9,27.8,25.3,81,78,1.1,40,16.4,yes
2429,240,1008.1,32.4,29,27,25,79,75,6.7,200,12,no
2430,241,1006.5,31.2,28.3,26.9,24.4,79,84,4.5,210,8.9,yes
2431,242,1006.2,29.6,27.8,26.5,24.8,84,87,3.1,230,11,yes
2432,243,1006.8,27.9,26.6,25.8,25.2,92,88,0,220,5.9,yes
2433,244,1007.4,29,27.4,25.8,25,87,88,0.9,40,5.7,yes
2434,245,1007.8,28.9,27.4,25.7,25.4,89,87,0.4,50,8.6,yes
2435,246,1010.9,27.7,25.8,24.5,24.8,94,88,0,110,16.5,yes
2436,247,1013,29,27.6,25.8,25.8,90,87,0.7,60,18.2,yes
2437,248,1013.1,32.9,29.1,27,25.7,82,60,8.7,80,9.8,no
